Formatted ID,Name,State,Owner,Project,Flow State,Creation Date,Acceptance Criteria,Notes,Release,Percent Done By Story Plan Estimate,Percent Done By Story Count,UserStories
US5482666,PVR:  Automated Job Failures (S.11),,Ashlee Guillermo,Team: Pega Prefects,Accepted,3/3/2023,"If case creation fails, we need the system to alert the business as soon as possible and to have a back-up plan to create the cases ad hoc should the automated job fails If Init/Reminder letters are not generated, we need the system to alert the business as soon as possible and to allow the business to create letters (see US5440320) ad-hoc If all email job fails, we need the system to alert the business as soon as possible and retry again at least 3 times in the next 1 hour until resolved. If the email retry persists to fail after 1 hour, we need a bulk action that allows for all emails to be sent. If the fax job fails, we need the system to alert the business as soon as possible and retry again in the next 1 hour until resolved. If the fax retry fails after 1 hour, we need a bulk action that allows for all faxes to be sent. If any email consolidation fail (Init Pending Consol or Reminder Pending Consol), we need the system to alert the business as soon as possible and retry again in the next 1 hour until resolved If consolidation email retry fails after 1 hour, we need a bulk action that allows for consolidation of emails to be completed and emails to be sent according to the email consolidation rules. Notification will be send to PARP support team and the business (OptumRx_PVR_Leaders@Optum.com) ","4/20 CN:Specified Init/Reminder Letters#4, #6, and #8 - remove for bulk action #3, #5, #7: system will alert business but there will not be any additional retryUpdate #7 (Consolidation) - to include the acceptance criteria from US5494015 (deleted)Added #9 - Notification send to PARP support and business will be when job faijobs to be considered for this storyCase CreationSend Initial Letters(Email/Fax)Send ReminderConsolidation Jobs(Initial, Reminder and Results)",,,,
US5841232,PVR:  Claim Detail Post Ready for QC,,Ashlee Guillermo,Team: Pega Prefects,Accepted,6/1/2023,"Once the case has been closed and move beyond Ready to QC (e.g., Pharm Contact, Results Corr Fail) I need the ability to expand any particular claim to view the detail of the before and after (validated) values of each claim.  This information is viewed in the Claim Details tab of the case which was created in US5707849.Audit Details Claim Flags Claim Transaction Details Auditor Editable Fields Prescriber Info AWP Discount Rate Claim Message Internal Comments  Mimic QC screen (read only mode). ",,,,,
US5403818,PVR: Review in Progress (2),,Jennifer Salazar,Team: Pega Prefects,Accepted,2/10/2023," Acceptance Criteria: We need to be able to see the attached documents received from the pharmacy for each case being reviewed When I select a claim to expand to see further details to review, I need the system to have editable fields where I can enter various data received from the pharmacy In the Case Review Screen the Audit Detail Data Fields should include (data is pre-populated by system unless designated *editable*.  Sections include:   Audit Details     PVR ID   Pharmacy Name   Pharmacy NCPDP   Audit Status   Offshore Flag       Claim / Member Details     Claim Info (Header)   Source Environment and Source Environment Name   Carrier ID   Claim Flag rename to Algo Name   Claim Number   Claim Sequence   Member Information (Header)    Member ID   First Name   Last Name   Date of Birth      Claims Drilldown / Discrepancy      Rx Number   Refill Code   Duplicate Rx Number   Duplicate Claim Number   Rx Origin Code   Rx Origin Description   Written Date   Fill Date   Submit Date   PDF Page of Audit Documentation (editable field)   Directions for Use (Editable & Required field)   Discrepancy Code 1 (Editable & Required Field)   Discrepancy Code 2 (Editable)   Hot Key 1   Hot Key 2   Submitted Days Supply   Validated Days Supply (Editable & Required Field)   Submitted Quantity    Validated Quantity (Editable & Required Field)   Drug Name   NDC Number   DEA Code   DAW   Discrepancy Comments   ML Algorithms      Prescriber Info     Prescriber First Name   Prescriber Last Name   Prescriber NPI      AWP Discount Rate  AWP Unit Cost  Prior Auth ID  Submission Clarification Code  Patient Residence Code  Client Rate  Reported ingredient Cost  MBR Plan  Pharmacy Service Type  Claim Pricing Info     Pharmacy Amount Paid   Preliminary Validated Pharmacy Paid Amt   Preliminary Overpayment Amount (auto-calculated field subtracting the Pharmacy Amount Paid from the Preliminary Validated Pharmacy Paid Amt)   Copay Amount      Response Message  PA Reason   Internal Comments (Editable)   Auto insert description of discrepancy codes into the comment field based on the code entered (see hh-kk above)-Discrepancy codes embedded in the system and auto populated in the discrepancy comments field based on which code is entered If the following discrepancy codes are entered, the system will Zero out the Validated Qty and Validated Day Supply Fields  Preliminary Overpayment (underpayment) amount will be auto-calculated by system based on Pharmacy Amount Due field minus Preliminary Validated Pharmacy amount  I need to be able to enter the data points and """"Save draft"""" I need to be able to cancel If Cancel is selected, I should get a pop-up asking if I'm sure I want to cancel and requiring me to enter a comment I need to be able to """"Submit"""" when ready.  After submitting, the case will be sent to QC (status Ready for QC) ","4/12/2023 AG:  @Gudipally Manoj Kumar Reddy , Changed name of Claim Flag to Algo Name (Please confirm that this field is pulling the Algo Name).   Also removed the ML Algorithms4/13 AG:  @Gudipally Manoj Kumar Reddy , the cancel button, save as draft and submit correlate to the bottom of the review screen as seen in Desk.  Screen shot below.4/14 AG:  Crossed out the cancel requirement to capture reason.",,,,
US5534032,PVR: Result Pharm Contact Status Screen (S.08),,Christine Nguyen,Team: Pega Prefects,Accepted,3/17/2023,"  Once a PVR case has been QC'd and there are findings, the status will be updated to Result  - Pharm Contact The user has the ability to edit the preferred Pharmacy contact in the SendOutboundCorrespendence screen (mimic OSE) The SendOtboundCorrespendence screen will have the following:   Preferred Contact Type   Pharmacy ID  Chain Code  Provider Group  Email   The user has the ability to request a result letter and preview if needed Once the result letter has been reviewed, the user can generate the letter All changes in status will be document in the PVR History and Case Narrative sections Result letter will be included in the Recent Attachments section Scenario #1: Result-Pharm Contact statusGiven the PVR case has been QC'dWhen the QC'er selected submitThen the status will be update to Result-Pharm Contact Scenario #2 - SendOutboundCorrespendence screenGiven the PVR case is in Result-Pharm Contact statusWhen the user needs to edit the preferred pharmacy contact informationThen the user can make the edit in the SendOutboundCorrespendence screen Scenario #3 - Request Result letterGiven the user is done verifying the preferred pharmacy contactWhen the result letter is ready to be submitThen the user can select Request letter Scenario #4 -Given the result letter has been requestedWhen the user is able to preview the letterThen the user can select preview and generate the letter Scenario #5 -Given the PVR case status has been updatedWhen there is a new statusThen it will be documented in the PVR History and Case Narrative sections Scenario #6 - Recent AttachmentGiven the letter has been generatedWhen there is a need to attach the result letterThen the system will attach a copy of the result letter in the Attachment section",,,,,
US5707849,PVR: Expansion Option for Closed Cases,,Christine Nguyen,Team: Pega Prefects,Accepted,4/27/2023,"Once the case has been closed and move to Resolved No Findings, Resolved FAFR Submitted or Ready for FAFR status, I need the ability to expand any particular claim to view the detail of the before and after (validated) values of each claim. 5/23 SV- Unable to check Resolved FAFR Submitted status because it is not available. Ready for FAFR status is Pass.Audit Details Claim Flags Claim Transaction Details Auditor Editable Fields Prescriber Info AWP Discount Rate Claim Message Internal Comments Current - unable to expand to view claim detail2. Mimic QC screen (read only mode).  Expansion option to view claim detail   ", 5/23 SV Unable to Test on Resolved FAFR Submitted status,,,,
US5730951,PVR:  Case Correspondence Tab,,Ashlee Guillermo,Team: Pega Prefects,Accepted,5/4/2023," Prior to the status of Review in Progress, users should have the ability to see the details in the Correspondence tab, including the duplicate claim number(s), duplicate Rx number(s), source environment, quantity and the pharmacy state. Screen shot below is where we need the additional columns. When the correspondence is expanded out, the order of the expanded columns from left to right is:Source EnvironmentCarrier IDClaim NumberPharmacy StateRx NumberFilled DateNDC Label NameDuplicate Rx NumberDuplicate Claim NumberQuantityDays SupplyApproved AmountMember IDMember First NameMember Last Name  ",,,,,
US5240725,PVR: Search Cases by PVR Case and Pharmacy Info (S.05),,Christine Nguyen,Team: Pega Prefects,Accepted,12/21/2022,"Acceptance Criteria: We need a search function to look up PVR related details for all Secure roles (auditor, superuser, manager for onshore, offshore, & house account) We need to be able to have the same search functionality and options as the Search found in OSE/DSK Audit Flows, with addition in bold font:   Search by ID:  PVR ID, PVR status, ServiceNow Ticket, or PVR date range (PVR Initiation From Date / Audit PVR Initiation To Date),   Search by Pharmacy:   Pharmacy NCPDP, Pharmacy Phone, Pharmacy Chain Code, Pharmacy NPI, Pharmacy Fax, Pharmacy Email, Dispenser Type, Pharmacy Name (Wildcard Search), Pharmacy State.   We need to be able to exclude resolved cases in the Search We need the results of the Search to be displayed at the bottom half of the screen, under the search fields, with the following column headers:  PVR ID, PVR Date, Offshore Restricted Flag, PVR Status, Chain code, Pharmacy NCPDP, Pharmacy NPI, Pharmacy Name, Pharmacy Phone, Pharmacy Fax, Pharmacy State,   Search results can be filterable and can be sorted When PVR User click on the PVR ID, the PVR details will open.    When an Offshore User click on the PVR ID and the PVR contains offshore restricted flag, they will get a pop-up that alerts the case is offshore restricted.    Scenario #1:  search function to look up PVR related details for all Secure rolesGiven the PVR teamWhen any staff member with any Secure role needs to do a SearchThen a search function will be available Scenario #2:   Search functionality and options   Given the PVR teamwhen a search is neededThen the search options are separated by tabs: Search by ID:  PVR ID, PVR status, ServiceNow Ticket, or  PVR date range (PVR Initiation From Date / PVR Initiation To Date),   Search by Pharmacy:   Pharmacy NCPDP, Pharmacy Phone, Pharmacy Chain Code, Pharmacy NPI, Pharmacy Fax, Dispenser Type, Pharmacy Name (Wildcard Search), Pharmacy State. Search by Claim:  Claim Number, Rx Number (Wildcard Search), Carrier (Wildcard Search), Account ID, Group ID, Member ID Search by GPI/NPI:   GPI Number (Wildcard Search, Prescriber NPI Scenario #3:  be able to exclude resolved cases in the SearchGiven the PVR teamwhen a search is neededThen the search will allow an option to exclude resolved cases Scenario #4:    Results of the Search to be displayed at the bottom half of the screenGiven the PVR teamwhen a search is conductedThen the results of the Search will be displayed at the bottom half of the screen, under the search fields, with the following column headers:  PVR ID,  PVR Date, Offshore Restricted Flag, PVR Status, Chain code, Pharmacy NCPDP, Pharmacy NPI, Pharmacy Name, Pharmacy Phone, Pharmacy Fax, Pharmacy State Scenario #5:  Search results can be filterable and can be sortedGiven the PVR teamwhen a search is conductedThen the column headers of the search results can be filtered and sorted Scenario #6:  When we click on the PVR ID, the PVR details will open.   Given the PVR UserWhen a search is conductedThen the PVR ID in the search results can be clicked on and the take us to the PVR details Scenario #7:  Offshore Restricted FlagGiven PVR Offshore Secure rolesWhen they click on the PVR ID with Offshore restricted CAGThen a pop-up with that alert """"Offshore Restricted"""" will appear",3/2 AG:  clarified that the search is not specific to cases that assigned to auditor only3/16 AG:  Pega team confirmed that the pharmacy email search will only search the email on the pharmacy details table. ,,,,
US5240733,PVR: Review In Progress (1) (S.07),,Christine Nguyen,Team: Pega Prefects,Accepted,12/21/2022,"Acceptance Criteria: When a user clicks on a PVR that is in Response Received Status, the user will be taken to the Review in Progress Screen When a user clicks on a PVR that is in Response Received Status, the status will update to Review in Progress When user select a case to begin the review it will display the following filterable, sortable, and movable data columns Claim details will be displayed for claims included in the case Claim headers can be sorted and filtered The details of each claim can be expanded further We need """"Batch Claim Findings"""" button in the Review in Progress screen to be able to make multiples changes to a case (mimic OSA) The following are in the Batch Claims Findings screen - all free text   PDF Page of PVR Case (eg: 1 or 1-2)  Directions for Use  Validated Qty  Validated Day Supply  Discrepancy Code 1  Hot Key 1  Discrepancy Code 2  Hot Key 2  Comments  Results Pharmacy Paid Amt   Scenario #4 Claim Detail DisplayGiven claims are ready for review When a user wants to review claimsThen he/she can see the claim details Scenario #5 Claim Detail Sort/FilterGiven claims are ready for reviewWhen a user wants to review claimsThen he/she can sort and filter by various data field headers Headers:  Claim Number Offshore Restriction Flag PDF Page No. Rx Number Duplicate Claim Number Submit Date Fill Date Drug Name Submitted Quantity Validated Quantity Submitted Days Supply Validated Days Supply Discrepancy Code 1 Discrepancy Code 2 Discrepancy Comments Over Payment Amount Approved Amount Paid Client Due Amount Carrier Member Prescriber Last Name Paid Status Reversed Date/Time (same time zone as the letter) Resubmitted Date/Time (same time zone as the letter) Review Completed    Scenario #6  The details of each claim can be expanded further (related US5403818)Given claims in a casewhen a user clicks on the down arrow to expand the row, further details of the claim will be visible. Sections include: Audit Details Claim / Member Details Claims Drilldown / Discrepancy  Prescriber Info /Claim Pricing Info PA Info / Response Message Internal Comments Scenario #7: Bulk ActionGiven a user wants to make an update or editWhen there are multiple PVR casesThen bulk action is available for the user to select multiple PVR cases Interrelated User Stories: Claim Selection Algorithm Algorithm Description PARP dashboard user story(s) TBD",,,,,
US5240936,PVR: System Tracks PVR Due Date,,Christine Nguyen,Team: Pega Prefects,Accepted,12/22/2022,"Acceptance Criteria When the PVR is initiated either by a user or by the system, the system captures the date that the PVR request letter is successfully sent (via fax or email). PVR initiation date visible in the PVR details The system tracks """"due in days"""" for pharmacy response The due date logic is 7 business days, excluding weekends and holidays as stated on the Federal Holidays BMT, from date of PVR request. A PVR is considered overdue if there is no response by 11:59PM ET on the due date.   The JSON Dispute Timeframe for Inspire is set to 7. The due date is configurable by the business if needed and would apply to new PVR requests after the change is requested.  Scenario #1: PVR Initiation DateGiven a PVR is initiatedWhen the  PVR Request letter is successfully sent to the pharmacyThen the system captures the PVR “initiation date” and tracks business days until due Scenario #2: Initiation date is reportableGiven the PVR initiation dateWhen accessing PVR detailsThen the user can see the initiation date (displayed as Initial Letter Date) Scenario #4: """"Due in Days""""Given a PVRWhen the system establishes the due of the PVRThen the system tracks """"due in days"""" for pharmacy response Scenario #5:  Due Date LogicGiven a PVRWhen a PVR Request is initiatedThen the system will use the following logic:  The due date logic is 7 business days, excluding weekends and holidays as stated on the Federal Holidays BMT, from date of PVR request Scenario #6:  Overdue TimeframeGiven a PVRWhen PVR responses are not receivedThen the system will use 11:59PM ET on the due date as the time in which documents must be marked as received.  If not received by this time, the PVR is considered overdue and the status will become No Response. Scenario #7:  Dispute TimeframeGiven a PVR letterWhen Inspire creates the Request and Reminder letterThen the letters will contain the due date (7 business days) which is the JSON: DisputeTimeframe ",3/28/23 CN: Still need to see demo for #5. ,,,,
US5240941,PVR: Documentation Received from Pharmacy (S.07),,Christine Nguyen,Team: Pega Prefects,Accepted,12/22/2022,"Acceptance Criteria: When records are received from the pharmacy the system will recognize the QR code on the letter or fax cover sheet and attach the records to the associated PVR in PARP When records are received and attached to the in-progress PVR, the status will update to """"Response Received"""" If the fax is sent without  barcode or the barcode can't be read, the fax will need to be systematically sent to a specified folder (There will be a separate US for NAS folders).   Failed attachments will be sent to: \\nasv0048\Pharmacy_Network_Audit_NAS\PVR\PARP\Failed Attachments\UAT   AND     \\nasv0048\Pharmacy_Network_Audit_NAS\PVR\PARP\Failed Attachments\PROD  The system must allow for manual records attachment to an in-progress PVR in the event that the records cannot be attached systematically The system must allow the user to upload documents and attach them to the associated PVR (mimic DSK) For manual attachment of documents, the system should require the user to enter the date documents were received For cases that are in Review in Progress, Ready for QC, Response Received status or if unintended documentation is received and attached to an open audit, the user can manually update the audit status to """"Init Waiting for Response"""" or """"Final Waiting for Response"""". Then the PVR will resume the normal workflow.    If reminder letter has been sent then status will be Final Waiting for Response but if reminder letter has not yet been sent then the status will be Waiting for Response   If a user manually attaches records to a PVR, the status will update to Records Received If records are received for some claims in the PVR but not all claims in the PVR, then the user can manually update the audit status back to """"Waiting for Response"""" or """"Final Waiting for Response"""" depending until the original due date for the PVR expires (if reminder letter has been sent then status will be Final Waiting for Response but if reminder letter has not yet been sent then the status will be Waiting for Response) Scenario #1: faxed records are received from the pharmacyGiven fax records are received from the pharmacyWhen the system detects the QR CodeThen the system will recognize the QR Code and attach the records to the associated PVR in PARP Scenario #2: Updating status when documents are receivedGiven that documents were received from the pharmacyWhen the system attaches the records to the PVRThen the status will update to Response Received Scenario #3: No Barcode availableGiven that the documents do not have a QR Code or the QR Code cannot be readWhen the fax is receivedThen the system will need to be systematically sent to a specified folder (Suggested name-""""PVR Failed Attachments"""")  (can mimic desk) Scenario #4: Manual attachment of documents to auditsGiven that the faxed documents cannot be systematically attached to the original orderWhen the faxed documents are systematically sent to the designated """"failed attachments"""" folderThen the system must allow for manual documentation attachment to the PVR in PARP Scenario #5: Attaching email documents to original auditGiven email documents are receivedWhen the email is downloaded and savedThen the system must allow the user to upload documents and attach them to the associated PVR (see example)   Scenario #6: Date documents received for manual attached documentsGiven that documents need to be manually attached to the PVRWhen the user attaches the documentsThen the system should require the user to enter the date documents were received Scenario #7: Unintended Documents attaching to auditsGiven an unintended document was attached to an auditWhen the user reviews the documentThen they can manually update the audit status to """"Waiting for Response"""" or  """"Final Waiting for Response"""" (if reminder letter has been sent then status will be Final Waiting for Response but if reminder letter has not yet been sent then the status will be Waiting for Response)  Scenario #8: Status update when records are manually attachedGiven a user manually attaches documents to a PVRWhen the documents are attachedThen the status will update to Response Received Scenario #9: Records received for some but not all claims in a PVRGiven records are received for some but not all claims in a PVRWhen the user identifies that we are missing records for some claimsThen the user can manually update the case status to """"Waiting for Response"""" or  """"Final Waiting for Response""""  (if reminder letter has been sent then status will be Final Waiting for Response but if reminder letter has not yet been sent then the status will be Waiting for Response) until the original due date expires Scenario #10: Manually updating case status to Waiting for Response or Final Waiting for ResponseGiven a user manually changes the case status to Waiting for Response or Final Waiting for ResponseWhen the manual status change is madeThen the system will maintain the original due date of the PVR Scenario #11:Given a user manually changes the case status to Waiting for Response or Final Waiting for ResponseWhen the manual status change is madeThen the PVR will follow the normal cadence of status changes based on what events that take placeExample: will update to Response Received if records are received will update to Ready for Reminder if 50% of days until due have elapsed will update to No response if due date has expired Etc. ","3/30 CN: Per direction from Pega team on 3/29 scrum call, updated the statuses in  #7 to include Review in Progress, Ready for QC and Response Received. 4/4/ AG:  When additional documents are received and a PVR is assigned to a user, then the system will send an email to notify the assigned user of the new documents received.4/5 JS: per discussion during scrum call-If documents are received when the PVR is in No response, the documents will get attached to the PVR and the status will move to Response Received andIf documents are received before a reminder letter is sent but user finds out that the documents are invalid or incomplete, the system will allow the user to move the case back to init waiting for response because the user wants a reminder letter to be sent (even though it is past the 50% mark). However,  the due date will still be kept intact so as to prevent the workflow of the PVR to continue to loop inappropriately.4/10/23 AG:  Please change the """"Unintended Document"""" button to """"Incomplete Documents.""""  Each time documents are manually attached, the date/timestamp of the successful manual attachment will be documented in the successful transmission of each correspondence ID (e.g., initial and reminder correspondence). ",,,,
US5240976,PVR: Work Landing Page (S.05),,Christine Nguyen,Team: Pega Prefects,Accepted,12/22/2022,"  Depending on the user's Secure Role, the user can select from different statuses to work Pass 3/28 JS When the user selects a status to work, then the user will be able to click a """"Get Next"""" button to begin working on the next available PVR in the selected status Pass 3/28 JS   For Init Corr Failed/Init Letter Gen Failed statuses, the system should prioritize the work in this order: Passed via emo    State (from State Audit Laws BMT) & Audit Initiation Date/Time (oldest to newest) - 3/2 AG:  consider oldest claim to newest claim by submit date after discussion with Pega team  CVS Chain codes 00008, 00039, 00123, 00177, 00207, 00608, 00673, and 00782 and Walgreens chain code 00226 (audit must be initiated within 7 business days) All other states, Audit Initiation Date/Time (oldest to newest)  For all other statuses besides Init Corr Failed/Init Letter Gen Failed, the system will prioritize the work by the date/time of audit initiation there the PVRs with the oldest initiation date/time will have priority over the PVRs with the newer date/time  (e.g. user selects a status and clicks get new, the system will send the user the PVR from that status has the oldest PVR initiation date/time first) Pass via Demo Display the volume of work in the status selection section Passed 3/28 JS The system will send the user one PVR at a time to work when they press the Get Next button Passed via Demo I can also see any PVRs that have been assigned to me on the My Work page.   Passed via Demo I can work the PVR that is assigned to me by selecting that PVR ID or select Get Next to work  the next available PVR when I have completed the last PVR case I was working on. Passed via Demo If there is work assigned to me, I will see the following columns on the landing page whether offshore/onshore: Pass 3/28 JS PVR ID Offshore Restriction Pharmacy Name Pharmacy NCPDP Current Operator Assigned Auditor Due Date Status Days in Status Pharmacy State Chain Code 3/20 AG:  Add Offshore Restricted Flag since it was already developed in the My Work. ","3/2 AG:  updated acceptance criteria #3 below based on conversation with Pega team. Also updated Walgreens information.3/7: CVS Chain codes 00008, 00039, 00123, 00177, 00207, 00608, 00673, and 00782 and Walgreens chain code 00226 (audit must be initiated within 7 business days) <N>: If we are initiating all the audits on the same day , Is this prioritization needed?03/22 KP Enable work get next button only when user selects the work queue.",,,,
US5440320,PVR: Bulk Init/Reminder Letter Generation,,Christine Nguyen,Team: Pega Prefects,Accepted,2/21/2023,"Acceptance Criteria We need the system to notify the business by sending an email to Optumrx_pvr_leaders@ds.uhc.com and/or in PARP when the init letter generation within 5 minutes from when the Init Letter job failed  The subject line: Init Letter Gen Job Failed and the body of the email includes the total count of how many Init letter gen failed.  Ex: Init Letter Gen Job FailedCount: 50 Init Letters failed    3. We need the system to allow bulk action for the Init letters to be created and sent     4.  Column Headers will be: PVR ID Pharmacy Name Pharmacy NCPDP Current Operator Assigned Operator Due Date Status Days in Status Pharmacy State Offshore Restricted  Chain CodeOnce the letter has been re-generated, the status will be move to Init Letter ReviewScenario #1 - Notify business if init letter gen failedGiven the letter is in Pending Letter Generation statusWhen the letter generation job failedThen the system will alert the business in PARP and also sent an email to optumrx_pvr_leaders@ds.uhc.com Scenario #2 - Bulk action for init letter gen failedGiven the letter is in Pending Letter Generation statusWhen the letter generation job failed for init lettersThen the system will allow bulk action for the init letters to be created Scenario #3 - Move to Init Letter Review statusGiven the Init letter has been re-generateWhen the Init letter are readyThen the status will be move to Init Letter Review  ","03/01 Bring this story in Sprint 06.3/22 JS Per PEAG team, need to split this in to 2 US; 1 for init letter and 1 for reminder letter and need to add column headers3/29 CN: Bulk letter gen only be for those PVR cases that have not been assigned to a User 4/4 AG:  Per Ravi, Bulk Reminder Letter Gen will be part of this user story and we don't need a separate user story.",,,,
US5445981,PVR:  Bulk Financial Recoveries Screen (S.09),,Ashlee Guillermo,Team: Pega Prefects,Accepted,2/22/2023,"Screen consists of the same actions (Submit, Generate Books and Download Books for Book A FAFR Report and Book O FAFR Report) and filters as the DSK/OSE flow. 5/23 EH-PassCase table consists of the same data fields as the DSK/OSE flow, with exception of Audit ID which will be called PVR ID. 5/23 EH-PassAll data fields in the table can be sorted and filtered. 5/23 EH unable to validate due to no cases availableMultiple cases can be selected for submission at the same time. 5/23 EH unable to validate due to no cases availableOnce a PVR has been submitted, the audit will move to status Resolved-FAFR Submitted. 5/23 EH unable to validate due to no cases availableGenerated FAFRs consists of audits in Resolved-FAFR Submitted status only. 5/23 EH unable to validate due to no cases available5/8 AG:  Column headers for UI are as follows from left to right:  PVR IDOffshore RestrictionStatusPharmacy NamePharmacy NCPDPPharmacy StateAssigned Auditor05/09 Ashlee.Claim CountDate Moved to StatusPreferred ContactFax/EmailChain CodeChain Affiliantion Name","3/6 CN - waiting to work on the result letter3/31 CN - can we groom this US even though we don't have the result letter yet. Dev: there is dependency with US5276127 story for FAFR report4/5/23 JS Why is there a dependency? US5276127 still needs to be addressed. There is a note from January 24 in that US that we will revisit it at the end of February but it doesn't look like that happened. 4/20 CN: Dev team will work on this US and add to S.094/25 : Need the field to be retrieved as a part of the report5/10 AG:  @Srikanth Reddy Male , No need to populate data in the LOB field (can be left blank).  If there is no response from the pharmacy, the validated quantity and days supply can be populated with zero.5/22 AG:  Update to only have onshore superusers and managers be able to generate bulk financial recoveries report. 5/23 AG:  @Srikanth Reddy Male Please see notes below from our tester.  I have attached the generated FAFRs.  Earlier in the day, there were two PVR cases (PVR 113 & PVR 67) that I was able to generate a FAFR report but the report ended up blank.  Also, column headers for the FAFR report are all in cell A1.5/31AG:  @Srikanth Reddy Male , I have talked to our internal teams and uploaded a new mock up with the required fields.  The file is called FAFR Template.  I also attached the reports from DSK that we want to have the same formatting.   For the Audit Recommendation field, will it display Model PVR all the time?  If manually imported, are we able to display """"PVR"""" instead of Model PVR?6/6 AG:  @Srikanth Reddy Male , Please see attached.   Final discrepancy description did not populate.   Could we change the LOI Requesting Rx Sent Date field to MM/DD/YY format like the other date fields?  Also, do you know what should populate in the Audit Recommendations column? Fixed and in UAT.6/7: Final discrepancy description and LOI date  issues are fixed and moved UAT. For Audit Recommendations column we are using ALGO_NM from claim history table.",,,,
US5446008,PVR:  Bulk Actions Export Screen,,Ashlee Guillermo,Team: Pega Prefects,Accepted,2/22/2023,Cases can be filtered by the same data fields as the DSK flow.  Please refer to screen shot for date range label names and wildcard search for carrier.Results table consists of the data fields as the DSK flow and includes offshore restriction flag column (see attached image)All data fields in the results table can be sorted and filtered. Multiple cases can be selected for export at the same time.Display column headers should be as followReport Name should be: Bulk Actions Export Report ,"3/31 CN: Change """"Audit Initiation From Date"""" to """"PVR Initiation From Date""""  and  """"PVR Initiation To Date""""4/20 CN: Per Dev Team, included the all the fields on export file5/2 CN: uploaded new files with new field - Internal Comments and removed """"Preliminary"""" from """"Validated PharmacyPaidAmt"""" and OverpaymentAmount""""",,,,
US5443440,PVR:  Manual Import Report (S.12),,Ashlee Guillermo,Team: Pega Prefects,Accepted,2/22/2023,"System creates a backend table of records from the Manual Case Import BMT for which a case has been created (AKA processed).  6/26 CN: PassThe archive process will follow the same schedule as what it is in place for the other flows (e.g., every Saturday at 5pm ET) 6/29 CN: PassOnce a record in the Manual Case Import BMT has been processed, the record will be removed from the BMT and added to the backend table. 6/26 CN: PassThe backend table can be queried to create a report of records from the Manual Case Import BMT that have been processed.  6/29 CN: PassThe report will include the same columns as the BMT (Seq ID, Source Environment, NCPDP, Claim, Claim Sequence, Referral Reason, Fill Date, Submit Date, Input Flag, Service Now Ticket, DNA Remarks, Audit Type, Update Time, and Update Operator Name, Create Date/Time, Create Operator).   6/26 CN: PassThe new column DNA Remarks will be added to the MCC Processed Claims Report for DSK, OSE, TNM/INM flows. 6/29 CN: Pending acceptance from other leaders. 7/5/2023 AG:  PASSAll records in the report should have an [Input Flag] of Y.  6/26 CN: PassThe report will have all of the Action functions found in the OSE/DSK flow (Refresh, Save As, Report Details, Summarize, Export to PDF, Export to Excel, Pin to Space). 6/26 CN: PassThe report will have all of the Edit Report functions found in the OSE/DSK flow. 6/26 CN: PassAll records in the Manual Case Import BMT should have an [Input Flag] of """"N"""".  6/26 CN: all MCC BMT have input flag of """"D"""" except for SeqID 664 with input flag of """"N"""" 7/3AG:   Input flag is Y - PASS 7/5 AG:  A new column in the Manual Case Import BMT called """"Is Claim DNA (Enter F)"""" must be in the Manual Case Import Report, adjacent and to the right of the column called DNA Remarks. 7/12 CN: Dan/Alison /Michele confirmed this column is visible in their flow. PASS","6/26 CN: for the SeqID, can we remove the """"comma"""" ex: 1673 instead of 1,673. No need to make this change 6/27 CN6/29 CN: @Neelarapu Vidya, will you be adding the date filter? Done.7/3 AG:  @Neelarapu Vidya , Recently a new column was added to the Manual Case Import BMT because ETL needed this column.   I think that we forgot to ask that it be added to the Manual Case Import Report as a new column.   Please let us know if this can be added next to the DNA remarks column for all audit flows.7/5 AG:  @Neelarapu Vidya , Hi Vidya, the other audit flows also want it (INM/TNM, DSK, PVR, and OSE) want this new column called """"Is Claim DNA (Enter F)"""" in the report adjacent  and to the right of the column called DNA Remarks.7/6 AG:  @Neelarapu Vidya , Hi Vidya, I was able to see the new column for PVR but not for OSE/DSK.  7/10 CN: Michell and Allison validated for OSE/DSK. Will accept this US now while still pending INM/TNM validation. Separate US will have to be create for INM/TNM. 7/12 CN: Dan validated for TNM.  ",,,,
